,SHA_storage_af,SHA_outflow_cfs,SHA_inflow_cfs,ORO_storage_af,ORO_outflow_cfs,ORO_inflow_cfs,BUL_storage_af,BUL_outflow_cfs,BUL_inflow_cfs,FOL_storage_af,FOL_outflow_cfs,FOL_inflow_cfs,MHB_inflow_cfs,PAR_storage_af,PAR_outflow_cfs,PAR_inflow_cfs,CMN_storage_af,CMN_outflow_cfs,CMN_inflow_cfs,NHG_inflow_cfs,NHG_storage_af,NHG_outflow_cfs,NML_storage_af,NML_outflow_cfs,NML_inflow_cfs,DNP_storage_af,DNP_outflow_cfs,DNP_inflow_cfs,EXC_storage_af,EXC_outflow_cfs,EXC_inflow_cfs,MIL_storage_af,MIL_outflow_cfs,MIL_inflow_cfs,HRO_pumping_cfs,TRP_pumping_cfs,delta_outflow_cfs,CX2_CX2_km,SLF_storage_af,LUS_storage_af,PNF_storage_af,PNF_outflow_cfs,PNF_inflow_cfs,TRM_storage_af,TRM_outflow_cfs,TRM_inflow_cfs,SCC_storage_af,SCC_outflow_cfs,SCC_inflow_cfs,ISB_storage_af,ISB_outflow_cfs,ISB_inflow_cfs,total_inflow_cfs,total_reservoir_outflows_cfs,total_storage,delta_inflow_cfs,delta_gains_cfs,total_delta_pumping_cfs,HRO_pumping_pct,TRP_pumping_pct,total_delta_pumping_pct
0,2573159.0,5339.0,3177.0,1686994.0,3756.0,2015.0,625155.0,828.0,394.0,461917.0,1938.5,1243.0,10.5,468145.0,326.0,43.0,281945.0,326.0,373.5,6.0,126909.0,115.0,1480646.0,992.0,743.0,1472996.0,1443.5,58.0,442492.5,926.0,38.0,235854.5,1582.5,1192.0,2566.0,4055.0,4443.0,80.39,250930.0,460315.0,206781.0,371.0,177.0,10653.0,45.0,36.0,5993.0,30.0,6.0,118484.0,357.0,164.0,32683.04,18841.0,10934435.0,10422.5,-7514.0,6783.0,0.24604314242501657,0.29991818919559643,0.5336149970801817
1,2554148.0,5360.0,3069.0,1691963.0,3462.0,1768.0,624902.0,870.5,421.0,451760.0,1877.0,1238.0,10.5,464950.0,327.0,82.0,278840.0,327.0,438.0,8.0,126730.0,124.0,1478805.0,841.0,757.0,1440069.0,1291.0,210.0,439919.0,833.0,43.0,233575.0,1334.0,1111.5,2446.5,3649.0,4644.5,80.39,252658.0,463065.0,206961.0,340.0,183.0,10642.0,45.0,38.0,5936.0,33.0,7.0,118437.0,331.0,169.0,30809.0,18016.0,10917675.0,10503.5,-6478.0,5886.0,0.23777716048056685,0.30327655861604963,0.5240676365053649
2,2554555.0,5104.0,3008.0,1685403.0,3619.0,1679.0,624001.0,871.0,376.0,449297.0,1892.0,1055.5,10.0,463204.0,327.0,45.0,278840.0,327.0,399.5,11.0,126501.0,124.0,1477701.0,718.0,776.0,1439074.0,1168.0,49.0,438459.0,860.0,33.0,232652.0,1331.0,1168.5,1102.5,4046.5,4235.0,80.39,254568.0,464500.0,207269.0,330.0,201.0,10557.0,45.0,40.0,5901.0,32.0,8.0,118343.0,324.0,166.0,29399.04,18049.0,10894314.0,10470.0,-6319.5,4898.5,0.12975337450421975,0.3130623948094622,0.45830569487424966
3,2556178.0,5184.0,3010.0,1682878.0,3576.0,2105.0,622054.0,862.5,381.0,447150.0,2027.0,1020.0,10.0,463084.0,330.0,66.0,278840.0,330.0,476.5,10.0,126323.0,114.0,1476781.0,771.0,776.5,1437084.0,1339.0,181.0,437001.0,906.0,40.0,231575.0,1310.0,1180.0,1517.0,3988.5,4110.5,80.39,260593.0,469298.0,207345.0,330.0,202.0,10746.0,44.0,38.0,5855.0,36.0,7.0,118343.0,324.0,155.0,29424.02,18643.0,10869014.0,10301.5,-6718.5,4872.0,0.14907946462472121,0.29707629509872535,0.4559747113496436
4,2552725.0,5194.0,3140.0,1682878.0,3412.0,2035.0,620146.0,880.5,385.0,444928.0,1910.0,1009.0,10.0,463204.0,330.0,75.0,278590.0,330.0,456.0,8.0,126170.0,101.0,1477793.0,682.0,728.5,1436089.0,1364.0,66.0,435363.0,870.0,31.0,229889.0,1324.0,1058.0,1160.0,4027.0,4502.5,80.39,266144.0,473510.0,207217.0,325.0,157.0,10863.0,43.0,42.0,5793.0,34.0,7.0,118343.0,337.0,175.0,30884.02,18407.0,10840978.0,10220.0,-6733.5,5149.0,0.1205935066791882,0.2640682602264995,0.4537042635638972
5,2549880.0,5239.0,3379.0,1673732.0,3719.0,1870.0,618995.0,878.5,389.0,442559.0,1799.0,928.5,11.0,463324.0,330.0,65.0,278840.0,330.0,473.0,6.0,126018.0,100.0,1477149.0,701.0,708.5,1434102.0,1436.0,228.0,433989.0,929.0,41.0,229767.0,1363.0,969.5,1661.5,4017.0,4287.5,80.39,268051.0,474921.0,207115.0,266.0,152.0,10828.0,42.0,40.0,5799.0,31.0,6.0,118484.0,321.0,181.0,30261.0,18074.0,10814077.0,10311.5,-7348.5,4760.5,0.17345919227479883,0.264423816246564,0.4661382322358897
6,2546424.0,4875.0,3312.0,1672150.0,3656.0,2013.0,617881.0,889.0,392.0,440214.0,1871.0,963.0,12.5,463204.0,331.0,0.01,279330.0,331.0,445.5,10.0,125891.0,91.0,1476229.0,779.0,690.5,1432118.0,1216.0,125.0,432654.0,716.0,40.0,228943.0,1459.0,808.0,1223.5,4040.5,4292.0,80.39,270085.0,475197.0,206935.0,266.0,258.0,11025.0,41.5,45.0,5824.0,28.0,5.0,118578.0,301.0,185.0,30846.04,17639.0,10790198.0,10162.0,-6966.5,4468.5,0.14512927292278088,0.2661717482343119,0.44926572097368556
7,2542359.0,4953.0,3161.5,1671963.0,3480.0,2066.0,616193.0,890.0,407.0,437871.0,1896.0,1016.0,16.0,462904.0,331.0,43.0,279830.0,331.0,528.0,5.0,125764.0,89.0,1475861.0,835.0,649.0,1431126.0,1150.0,118.0,431137.0,853.0,47.0,228242.0,1328.0,1071.5,862.0,3705.5,4448.5,80.39,271592.0,479533.0,206858.0,267.0,174.0,11125.0,40.5,39.0,5765.0,28.0,12.0,118578.0,299.0,187.0,28227.04,18080.0,10768552.0,9874.5,-6384.5,4065.5,0.07536604380272084,0.28527396767541124,0.39815120261984654
8,2536057.0,5134.0,3183.5,1675223.0,3228.0,1767.0,615081.0,903.0,455.0,435455.0,1820.0,992.0,15.5,462964.0,328.0,38.0,280070.0,328.0,564.5,6.0,125663.0,80.0,1474664.0,880.0,662.5,1429144.0,1188.0,162.0,430029.0,836.0,40.0,227056.0,1251.0,1018.0,782.5,3658.0,4290.0,80.39,273390.0,483411.0,206730.0,260.0,206.0,11161.0,39.5,40.0,5716.0,29.0,9.0,118578.0,281.0,179.0,28406.02,17493.0,10747392.0,9917.0,-6058.5,4162.0,0.08231897616082423,0.29829358461593447,0.41932567619042194
9,2532024.0,4704.0,3185.0,1673267.0,3385.0,1960.0,613683.0,902.0,405.0,433568.0,1886.0,936.5,14.0,463144.0,327.0,19.0,280320.0,327.0,592.5,12.0,125739.0,72.0,1474388.0,714.0,653.5,1428154.0,970.0,7.0,428999.0,882.0,43.0,227117.0,1280.0,860.5,556.5,3592.5,4173.5,80.39,276540.0,481474.0,206449.0,260.0,191.0,11177.0,39.0,40.0,5727.0,32.0,8.0,118531.0,280.0,169.0,29338.0,17404.0,10728823.0,10175.0,-6458.0,3921.5,0.07105503407124063,0.31156622676362955,0.4034437492564752
10,2528203.0,4975.0,3587.5,1667408.0,3304.0,1949.0,611713.0,901.5,418.0,431975.0,1908.0,844.0,12.5,463264.0,327.0,34.0,280820.0,327.0,595.0,6.0,125638.0,71.0,1474020.0,830.0,692.5,1426176.0,1443.0,181.0,427528.0,835.0,39.0,227845.0,1343.0,968.5,500.0,3517.0,4270.0,80.39,280793.0,473913.0,206218.0,257.0,204.0,11129.0,40.0,41.0,5737.0,30.0,7.0,118013.0,289.0,162.0,28089.04,17921.0,10710772.0,9093.5,-6270.5,3961.5,0.08438215571049174,0.3169879282822354,0.42633414193895114
11,2524180.0,4960.0,3429.0,1663788.0,3330.0,1993.0,609495.0,912.0,434.0,429875.0,1813.0,910.0,13.0,463384.0,331.0,48.0,280570.0,331.0,385.0,5.0,125561.0,52.0,1473376.0,727.0,718.5,1424199.0,1125.0,122.0,425411.0,906.0,47.0,227389.0,1278.0,819.0,532.0,3593.5,4321.5,80.39,285156.0,462344.0,205988.0,242.0,211.0,11213.0,40.0,39.0,5744.0,27.0,10.0,117685.0,289.0,199.0,29199.04,17646.0,10691775.0,9741.0,-6556.0,3941.0,0.08876262529913509,0.29910956402083083,0.44158836333984025
12,2521163.0,4659.0,3312.5,1661100.0,3576.0,2255.0,607819.0,908.0,502.0,428282.0,1876.0,923.5,12.5,463204.0,332.0,38.0,281070.0,332.0,397.5,9.0,125485.0,47.0,1472364.0,743.0,673.0,1424199.0,1095.0,89.0,424781.0,813.0,68.0,225845.0,1139.0,988.5,513.5,3577.5,4243.5,80.39,289481.0,460080.0,205784.0,242.0,190.0,11237.0,40.0,42.0,5744.0,24.0,13.0,117497.0,256.0,185.0,29189.02,17959.0,10677176.0,9996.5,-7438.0,3961.5,0.07670812445803152,0.31624681019877915,0.42472417543495344
13,2518749.0,4563.0,3240.5,1658230.0,3605.0,1865.0,607252.0,898.0,418.0,426629.0,1795.0,830.0,15.0,462784.0,332.0,48.0,281560.0,332.0,551.0,3.0,125409.0,33.0,1472732.0,630.0,711.5,1427165.0,1327.0,108.0,422789.0,964.0,68.0,224484.0,1202.0,910.0,642.5,3432.5,4017.0,80.39,293880.0,460812.0,222802.0,241.0,173.0,11370.0,42.0,52.0,5716.0,24.0,11.0,117216.0,274.0,186.0,29544.04,17782.0,10663548.0,10511.0,-7261.5,4232.5,0.09035637579832076,0.304869642181563,0.41003935631231414
14,2517342.0,4902.0,3363.0,1656935.0,3355.0,1819.0,606721.0,864.0,441.0,425125.0,1816.0,880.0,15.0,462604.0,331.0,57.0,282310.0,331.0,445.0,7.0,125308.0,33.0,1473468.0,801.0,687.0,1426176.0,1448.0,100.0,421572.0,1041.0,40.0,221963.0,1214.0,771.5,736.0,3321.5,4062.5,80.39,302728.0,463959.0,228489.0,235.0,200.0,11411.0,42.0,46.0,5734.0,25.0,14.0,116981.0,264.0,182.0,31276.06,17558.0,10646669.0,10184.5,-8249.0,4148.0,0.08739548255484814,0.30425086056932615,0.40017263082500654
15,2514928.0,4744.0,3378.0,1660266.0,3368.0,1965.0,605057.0,904.5,383.0,423836.0,1942.0,887.0,17.5,462310.0,331.0,47.0,282560.0,331.0,542.5,8.0,125207.0,32.0,1474020.0,960.0,662.0,1425187.0,1415.0,180.0,420338.0,1028.0,36.0,222113.0,1215.0,867.5,735.0,3317.0,4288.5,80.39,307067.0,468614.0,231906.0,231.0,196.0,11432.0,41.0,39.0,5744.0,23.0,10.0,116748.0,258.0,203.0,30883.02,18025.0,10628755.0,11042.5,-8069.5,4208.5,0.10438833839150713,0.2873224977598965,0.3738124632686264
16,2511327.0,4831.0,3646.5,1654347.0,3343.0,2216.0,602829.0,932.5,497.0,422189.0,1854.0,955.5,18.0,460200.0,332.0,69.0,283300.0,332.0,431.5,10.0,125156.0,34.0,1474848.0,1033.0,759.5,1424199.0,1334.0,150.0,417949.0,1117.0,43.0,220352.0,1174.0,786.5,702.0,3324.0,4435.5,80.39,311175.0,469661.0,232478.0,229.0,219.0,11456.0,41.0,43.0,5734.0,22.0,13.0,116562.0,267.0,176.0,32193.02,16729.0,10611193.0,10166.5,-8457.5,4159.0,0.10577127268569189,0.24645880771558423,0.36832466437345773
17,2508127.0,4637.0,3686.0,1648167.0,3346.0,1936.0,601169.0,942.5,457.0,419977.0,1913.0,772.5,18.0,458820.0,333.0,43.0,283680.0,333.0,452.5,8.0,125055.0,34.0,1475584.0,1000.0,643.5,1422225.0,1509.0,302.0,416683.0,1070.0,46.0,218983.0,1172.0,656.0,787.5,3326.5,4808.5,80.39,315010.0,470479.0,233051.0,229.0,213.0,11477.0,39.0,48.0,5727.0,26.0,15.0,116235.0,288.0,193.0,30676.010000000002,17313.0,10596184.0,10257.5,-9078.0,4139.0,0.08662589122558703,0.17757576966539726,0.33632465930472855
18,2504926.0,4746.0,3533.0,1641635.0,3348.0,2183.0,601169.0,952.5,535.0,418065.0,1896.0,738.0,19.5,457810.0,333.0,64.0,283430.0,333.0,549.0,3.0,124954.0,37.0,1476045.0,881.0,612.0,1422225.0,1474.0,232.0,416683.0,1070.0,40.0,217829.0,1153.0,676.0,635.0,3326.0,5050.5,80.39,319278.0,464399.0,233624.0,225.0,248.0,11419.0,35.0,55.0,5713.0,25.0,14.0,115863.0,315.0,181.0,33757.04,16888.0,10582284.0,10325.0,-7648.5,4187.0,0.07549503354720694,0.2484122525341823,0.4139226382846885
19,2500725.0,4847.0,3598.5,1635396.0,3307.0,2243.0,598524.0,962.5,542.0,416295.0,1825.0,854.0,22.5,457240.0,333.0,74.0,282430.0,333.0,499.0,7.0,124853.0,43.0,1474112.0,1019.0,630.0,1419267.0,1503.0,247.0,412734.0,1008.0,46.0,217770.0,1080.0,761.5,679.0,3346.0,4806.5,80.39,323421.0,460631.0,234034.0,225.0,265.0,11297.0,34.5,46.0,5699.0,20.0,13.0,115492.0,302.0,198.0,34936.04,17232.0,10559557.0,10027.5,-7996.0,4215.0,0.08666552098514843,0.2560805682621663,0.39844608661179937
20,2491144.0,4881.0,3477.0,1630180.0,3385.0,2273.0,597889.0,965.0,453.0,414242.0,1796.0,748.5,21.0,456990.0,330.0,72.0,282000.0,330.0,403.0,12.0,124752.0,41.0,1472824.0,845.0,648.0,1418283.0,1162.0,152.0,411018.0,900.0,63.0,218983.0,1011.0,869.5,648.0,3332.0,4554.0,80.39,327164.0,467426.0,234253.0,218.0,216.0,11181.0,34.5,52.0,5685.0,20.0,14.0,115029.0,290.0,197.0,33218.03,16898.0,10537219.0,10626.0,-8125.0,4176.0,0.10786177494680538,0.25139845132068805,0.3840794996252895
21,2482988.0,4905.0,3411.0,1629357.0,3334.0,2026.0,596234.0,973.0,547.0,411785.0,1962.0,742.5,21.5,456630.0,330.0,39.0,282740.0,330.0,561.0,7.0,124651.0,46.0,1471720.0,909.0,588.5,1417298.0,994.0,285.0,409841.0,958.0,40.0,217829.0,1005.0,758.0,710.5,2980.5,4716.5,80.39,330778.0,471834.0,234774.0,219.0,252.0,11169.0,34.0,50.0,5679.0,24.0,14.0,114706.0,274.0,190.0,33105.020000000004,17775.0,10514332.0,10134.5,-7170.5,4130.0,0.09723602022222866,0.2569441122136725,0.37012026623276884
22,2477418.0,4786.0,3681.0,1633015.0,3579.0,1854.0,595249.0,969.0,680.0,410455.0,1871.0,851.5,23.0,456650.0,329.0,73.0,282800.0,329.0,526.5,5.0,124525.0,50.0,1470710.0,849.0,576.0,1416315.0,954.0,244.0,408169.0,898.0,49.0,217180.0,973.0,777.5,1305.0,2553.0,4539.0,80.39,334572.0,475451.0,235294.0,205.0,227.0,11129.0,38.0,39.0,5689.0,24.0,15.0,114337.0,265.0,202.0,32880.020000000004,16260.0,10499568.0,9900.5,-7778.5,4197.5,0.11675529299192819,0.2504896980482038,0.40548555188802154
23,2470679.0,4889.0,3382.5,1623698.0,3712.0,2092.0,593948.0,985.5,564.0,408845.0,1847.0,800.5,24.0,457480.0,329.0,36.0,282180.0,329.0,501.5,9.0,124399.0,46.0,1469885.0,938.0,652.0,1415331.0,958.0,267.0,406608.0,939.0,55.0,216442.0,1002.0,578.5,764.0,3118.5,4842.0,80.39,338281.0,479746.0,235706.0,199.0,186.0,11310.0,37.5,48.0,5727.0,26.0,14.0,113970.0,286.0,193.0,32451.02,16461.0,10484399.0,11097.0,-5564.0,3683.0,0.09000328739551774,0.27404840746985315,0.37629751346173745
24,2460592.0,4873.0,3421.5,1614964.0,3597.0,1925.0,592912.0,1000.0,499.0,407235.0,1870.0,856.5,26.0,457500.0,328.0,40.0,281870.0,328.0,470.5,7.0,124247.0,42.0,1469060.0,1017.0,599.5,1415331.0,904.0,212.0,405193.0,1005.0,70.0,217002.0,1096.0,771.0,810.0,3113.5,5506.5,80.39,340863.0,481821.0,236228.0,203.0,212.0,11501.0,38.0,53.0,5727.0,27.0,20.0,113602.0,301.0,185.0,31223.02,16340.0,10470178.0,10752.0,-5884.0,3669.0,0.08623140316255387,0.24239911579617995,0.3611222680733101
25,2448169.0,4820.0,3583.5,1608978.0,3631.0,2161.0,592824.0,999.0,634.0,406051.0,1781.0,872.5,26.0,458070.0,326.0,47.0,280690.0,326.0,412.0,7.0,124071.0,44.0,1468327.0,945.0,526.0,1415331.0,871.0,328.0,403535.0,983.0,81.0,217888.0,1078.0,803.0,1597.0,3109.5,5595.0,80.39,344584.0,483465.0,236833.0,200.0,243.0,11596.0,37.0,55.0,5695.0,24.0,18.0,113190.0,299.0,205.0,33210.020000000004,16709.0,10461877.0,11076.5,-8031.0,5099.5,0.07374320445883029,0.22396678118643656,0.3901083762092691
26,2440497.0,4878.0,3561.5,1598225.0,3664.0,2151.0,590161.0,1000.0,609.0,404806.0,1945.0,848.0,26.0,458090.0,328.0,38.0,279700.0,328.0,424.5,6.0,123895.0,60.0,1467043.0,896.0,505.0,1415331.0,1066.0,322.0,401916.0,992.0,54.0,218685.0,1025.0,742.0,2988.5,3106.0,5678.5,80.45500000000001,345904.0,483917.0,237191.0,198.0,232.0,11608.0,37.0,47.0,5678.0,27.0,18.0,112780.0,303.0,209.0,32074.02,16813.0,10454559.0,11183.5,-7141.5,7077.0,0.17579073174994092,0.2141915240760654,0.37467148562637337
27,2435579.0,4985.0,3937.0,1592462.0,3619.0,1940.0,588840.0,981.5,564.0,403284.0,1949.0,934.0,27.5,458130.0,330.0,58.0,279390.0,330.0,403.0,11.0,123744.0,50.0,1466035.0,556.0,463.0,1415331.0,865.0,207.0,400863.0,842.0,41.0,218983.0,888.0,697.5,2860.0,2861.0,5289.5,80.39,344111.0,483919.0,237605.0,184.0,262.0,11592.0,37.0,44.0,5668.0,23.0,20.0,112370.0,293.0,195.0,34166.020000000004,17224.0,10448510.0,11128.5,-7416.0,6920.0,0.19098590759340675,0.19290908511346694,0.3732815708280067
28,2429320.0,4813.0,3597.0,1590665.0,3317.0,2243.0,587867.0,971.0,605.0,401485.0,1954.0,911.0,27.0,458100.0,329.0,53.0,279760.0,329.0,434.0,12.0,123543.0,52.0,1466402.0,688.0,418.0,1412385.0,605.0,251.0,399393.0,773.0,42.0,218685.0,916.0,842.0,2061.5,2560.0,5298.0,80.39,339196.0,483993.0,238184.0,182.0,281.0,11625.0,32.5,47.0,5699.0,22.0,19.0,111916.0,286.0,205.0,34625.0,15474.0,10443662.0,10752.5,-5717.0,5939.0,0.15745396928552557,0.16014837078574598,0.38336320768080556
29,2421105.0,4961.0,3643.5,1591832.0,3398.0,1835.0,586999.0,971.0,553.0,399549.0,1882.0,933.5,26.5,457900.0,330.0,80.0,276500.0,330.0,411.5,9.0,123392.0,54.0,1467410.0,489.0,544.5,1408463.0,664.0,284.0,397961.0,614.0,45.0,218507.0,861.0,842.0,2054.5,3446.5,5820.0,80.39,335671.0,483589.0,238792.0,176.0,301.0,11629.0,33.0,53.0,5685.0,24.0,18.0,111599.0,262.0,210.0,33334.0,15646.0,10435257.0,10822.0,-5445.0,6082.0,0.21461261005841878,0.22695690894085432,0.3779183049228166
30,2414071.0,5015.0,3652.0,1585818.0,3594.0,1994.0,586166.0,973.5,515.0,397019.0,1798.0,873.5,26.5,457630.0,330.0,74.0,273430.0,330.0,315.0,9.0,123217.0,58.0,1468052.0,544.0,454.5,1402596.0,540.0,200.0,396811.0,417.0,64.0,218983.0,811.0,856.5,2446.0,2727.0,5583.0,80.39,331863.0,483595.0,239567.0,159.0,293.0,11650.0,30.0,64.0,5806.0,23.0,20.0,111327.0,250.0,207.0,33287.0,15333.0,10423888.0,10659.5,-5769.0,6136.5,0.21853407774521405,0.18247133284581918,0.5091190981937675
31,2405498.0,4984.0,3583.0,1579730.0,3585.0,2547.0,585194.0,964.0,544.0,393531.0,2106.0,917.0,27.5,457610.0,329.0,77.0,271480.0,329.0,288.0,10.0,123041.0,52.0,1468785.0,569.0,463.0,1399670.0,465.0,169.0,395906.0,283.0,77.0,221097.0,811.0,977.0,2524.0,3041.5,5881.5,80.39,336909.0,483768.0,240509.0,141.0,348.0,11666.0,27.0,61.0,5679.0,20.0,22.0,111237.0,237.0,221.0,30090.0,15062.0,10414530.0,10803.5,-5828.5,5141.0,0.22269189811184714,0.22484312074373086,0.3866975826765042
32,2398484.0,5089.0,3739.0,1573836.0,3704.0,2125.0,584466.0,965.5,586.0,390549.0,2045.0,1070.0,33.5,457400.0,330.0,88.0,270930.0,330.0,283.0,11.0,122841.0,54.0,1468602.0,488.0,479.0,1396748.0,478.0,138.0,395107.0,306.0,66.0,221753.0,885.0,977.0,1919.5,3081.0,5740.5,80.39,345153.0,480984.0,241509.0,130.0,313.0,11745.0,27.0,61.0,5682.0,17.0,21.0,111418.0,224.0,212.0,33818.020000000004,15526.0,10402644.0,10080.0,-4794.5,4410.5,0.18721072430126634,0.2226146947917782,0.39412746505064666
33,2390724.0,5011.0,3658.0,1564222.0,3744.0,2524.0,586531.0,963.5,608.0,387778.0,1962.0,924.0,33.5,456970.0,326.0,101.0,270930.0,326.0,226.0,17.0,122666.0,57.0,1468143.0,355.0,445.0,1394803.0,508.0,206.0,395107.0,259.0,98.0,221484.0,751.0,866.0,1046.5,3081.5,6328.5,80.39,352688.0,478422.0,242177.0,126.0,350.0,12100.0,29.0,63.0,5685.0,12.0,22.0,111553.0,209.0,212.0,37182.020000000004,15254.0,10387740.0,10906.0,-4484.5,4134.0,0.10013311976614009,0.22083713907262698,0.41393025613263984
34,2386462.0,4848.0,3641.0,1562802.0,3687.0,2428.0,582284.0,959.0,564.0,384886.0,1925.0,954.0,34.0,456040.0,330.0,106.0,270930.0,330.0,268.0,15.0,122466.0,54.0,1467502.0,515.0,437.0,1393831.0,441.0,145.0,394691.0,145.0,68.0,220859.0,678.0,758.0,1689.0,3123.5,5701.0,80.39,362963.0,476127.0,242902.0,124.0,299.0,11888.0,26.0,80.0,5685.0,11.0,23.0,111644.0,207.0,199.0,35573.0,14587.0,10373988.0,11049.0,-3804.5,4477.5,0.13515461192677622,0.23332172465995119,0.4579989258786009
35,2382006.0,4685.0,3768.0,1559698.0,3532.0,2146.0,581107.0,957.5,554.0,381547.0,1901.0,942.0,34.5,454780.0,329.0,123.0,269290.0,329.0,258.0,12.0,122316.0,52.0,1466952.0,581.0,417.0,1392860.0,451.0,227.0,394691.0,298.0,60.0,220859.0,633.0,795.0,1321.5,3118.5,5514.5,80.39,365990.0,476215.0,243684.0,133.0,299.0,11687.0,24.0,60.0,5685.0,10.0,22.0,111463.0,207.0,203.0,32587.02,14681.0,10359484.0,11017.0,-4297.0,4308.5,0.11348540980256124,0.24240472937221844,0.4682988629696792
36,2382006.0,4864.0,3879.0,1559169.0,3965.0,1878.0,580035.0,948.0,643.0,378222.0,1861.0,892.0,35.5,454210.0,325.0,91.0,268560.0,325.0,191.0,7.0,122216.0,48.0,1466127.0,450.0,419.0,1391889.0,450.0,130.0,394691.0,303.0,76.0,220769.0,639.0,819.0,1544.0,3018.5,5175.0,80.45500000000001,369571.0,477941.0,244271.0,123.0,345.0,11710.0,21.0,64.0,5685.0,10.0,19.0,111463.0,207.0,212.0,33344.0,15602.0,10340210.0,10502.5,-5637.0,4457.5,0.15391216194951424,0.23722913352367325,0.48062561817428034
37,2391499.0,4666.0,4062.0,1553504.0,3968.0,2177.0,579067.0,925.0,648.0,376175.0,1882.0,884.0,36.5,453670.0,326.0,96.0,268200.0,326.0,171.0,23.0,122141.0,57.0,1465485.0,154.0,506.0,1389949.0,459.0,319.0,394726.0,297.0,96.0,221246.0,585.0,851.0,1831.5,3058.5,4935.0,80.45500000000001,377756.0,479336.0,245111.0,113.0,314.0,11814.0,21.0,62.0,5709.0,9.0,24.0,111463.0,198.0,223.0,35711.0,14745.0,10325531.0,10574.5,-3938.5,4733.5,0.19613869004131285,0.2490449322308093,0.5364745806497514
38,2393824.0,4500.0,4302.0,1551207.0,3801.0,2218.0,577755.0,918.0,729.0,377892.0,1882.0,938.0,36.5,453840.0,324.0,120.0,267650.0,324.0,182.0,21.0,122041.0,54.0,1465118.0,373.0,539.0,1388980.0,416.0,234.0,394795.0,279.0,130.0,223374.0,493.0,988.0,1535.0,2984.0,4623.5,80.45500000000001,381379.0,476562.0,245869.0,128.0,335.0,12376.0,23.0,84.0,5951.0,10.0,30.0,111418.0,194.0,229.0,36317.0,14812.0,10320476.0,8647.5,-4472.0,4269.5,0.17951720554734024,0.27420097020587736,0.5214559773505956
39,2392274.0,4663.0,4292.0,1547855.0,4475.0,2154.0,575582.0,913.5,816.0,376967.0,1943.0,988.0,39.5,453630.0,326.0,106.0,267650.0,326.0,255.0,23.0,121966.0,51.0,1465118.0,248.0,434.0,1388011.0,401.0,369.0,394865.0,303.0,100.0,229584.0,493.0,984.0,2010.0,2977.5,5003.5,80.45500000000001,382419.0,483649.0,246768.0,128.0,369.0,12424.0,24.0,84.0,5990.0,11.0,30.0,116328.0,198.0,215.0,37735.020000000004,14705.0,10316068.0,9314.5,-4108.0,4494.0,0.19929306220915488,0.26816597544450776,0.5123573920329123
40,2389562.0,4902.0,4266.0,1549180.0,4326.0,2108.0,575030.0,914.0,828.0,374392.0,1929.0,1110.0,44.5,453320.0,326.0,169.0,267650.0,326.0,228.0,23.0,121991.0,49.0,1464477.0,234.0,458.0,1387043.0,390.0,299.0,394865.0,308.0,139.0,231360.0,494.0,854.0,2040.5,2317.0,4953.0,80.45500000000001,385997.0,489830.0,247472.0,122.0,372.0,12472.0,19.0,92.0,6032.0,9.0,32.0,116328.0,222.0,268.0,35821.020000000004,15068.0,10309721.0,10051.0,-4469.5,4328.0,0.19328537034398904,0.2469495319654788,0.464259936627726
41,2385881.0,4447.0,3876.0,1549445.0,4043.0,2147.0,574272.0,912.0,738.0,373336.0,1957.0,1224.0,46.5,453200.0,325.0,226.0,267650.0,325.0,208.0,21.0,121991.0,44.0,1464568.0,239.0,448.0,1386075.0,388.0,462.0,394865.0,301.0,116.0,232898.0,576.0,803.0,1781.0,2496.5,5394.0,80.45500000000001,388591.0,492261.0,248121.0,124.0,377.0,12564.0,21.0,97.0,6083.0,8.0,38.0,116328.0,239.0,230.0,37410.0,14163.0,10303996.0,10250.5,-3202.0,4321.5,0.20026930925722647,0.23075154593876582,0.48102929458307786
42,2382975.0,4621.0,3743.0,1553683.0,3703.0,2242.0,573377.0,910.0,717.0,371894.0,1967.0,1288.0,47.0,453174.0,326.0,124.0,265480.0,326.0,201.0,17.0,121941.0,44.0,1465760.0,342.0,487.0,1386075.0,376.0,341.0,394865.0,265.0,92.0,233884.0,528.0,740.0,1768.5,2535.0,5145.0,80.45500000000001,391220.0,495913.0,248572.0,110.0,346.0,12679.0,19.0,94.0,6137.0,7.0,39.0,116235.0,226.0,239.0,39615.0,14080.0,10301068.0,10014.5,-2939.5,4385.0,0.2034160991579946,0.23169587366565497,0.48855842296258334
43,2380263.0,4469.0,3732.0,1563248.0,3624.0,1881.0,572557.0,905.5,740.0,370065.0,1886.0,1152.0,50.0,453385.0,326.0,129.0,264940.0,326.0,204.0,22.0,121842.0,46.0,1465943.0,316.0,447.0,1385108.0,376.0,405.0,394865.0,256.0,127.0,236055.0,435.0,680.0,1947.5,2276.5,4785.0,80.45500000000001,396784.0,499544.0,249562.0,119.0,321.0,12799.0,19.0,93.0,6159.0,8.0,35.0,116049.0,205.0,218.0,38173.04,14245.0,10292651.0,10208.5,-3286.0,4478.5,0.2197053875679984,0.22606375770858994,0.45030952253023215
