0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.682517049102682904e+03,3.582542982911735180e+03,8.308821428449216455e+02,1.413781858955922644e+03,3.116818976825535401e+02,3.322862742194931229e+01,3.406498533979934678e+02,3.505217433638708826e+02,1.985527289967605213e+02,8.850000000000000000e+02,8.599327561291710253e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.267912541077558330e+01
3.630462740965121156e+03,3.629973278706495876e+03,8.247075119682456261e+02,1.358217192588577973e+03,3.077526519140790811e+02,3.513425545603743672e+01,2.478898073791989702e+02,3.727872733348471570e+02,1.678170819585332652e+02,7.510000000000000000e+02,8.319586665751624821e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.854539050921806620e+01
3.511443960725953275e+03,3.563647729896123110e+03,8.253868131827447314e+02,1.335180696999098018e+03,3.117740156864186929e+02,3.335412481820952735e+01,3.597475837020762128e+02,3.236121877955687296e+02,9.396836491435648497e+01,6.779999999999998863e+02,8.164996076441263995e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.835519726617866354e+01
3.397988125933544325e+03,3.406550497525083756e+03,8.243387627020583750e+02,1.319856696301142165e+03,3.113004528099676236e+02,3.217750454633576140e+01,4.060035204081120241e+02,3.311318438426253579e+02,1.930156905405974896e+02,6.330000000000000000e+02,8.738211262973250371e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.884496242774240216e+01
3.525186674532872530e+03,3.811540848207051113e+03,8.163737845027873163e+02,1.294419920755128260e+03,3.076002512896146754e+02,2.971902054960382600e+01,3.148067483456684386e+02,3.304157815934495375e+02,1.959950878614730243e+02,6.390000000000000000e+02,8.063442931622883236e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.921988964859917104e+01
3.365719290422219728e+03,3.813616409009463950e+03,7.965447455171839692e+02,1.306840586576671967e+03,3.085240145855499918e+02,3.529578168487299195e+01,1.078484250080590385e+02,3.373239217353827826e+02,1.918488346255334704e+02,5.850000000000000000e+02,7.397064092473684127e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.698536496602681467e+01
3.241548222319622710e+03,3.644054906073413349e+03,7.909015297071912300e+02,1.289136156588335098e+03,3.062154335099361333e+02,3.344625164838282672e+01,2.616266802791212740e+02,3.057772488447886303e+02,1.799190046760841710e+02,4.930000000000000000e+02,8.362026746401726029e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.611623879252749703e+01
3.358981199982946691e+03,4.281981348122317286e+03,7.886425158362294496e+02,1.324039873557332157e+03,3.078118141097908733e+02,3.158396496785369578e+01,1.740919870712557440e+02,2.947821854739585774e+02,1.951203940068917007e+02,4.930000000000000000e+02,8.334894413678200920e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.350784645578556820e+01
3.531961947301144392e+03,4.118944521742309917e+03,7.884140629344657327e+02,1.316675673783760658e+03,3.076331729449788668e+02,3.030060991080621946e+01,1.644644381383339180e+02,2.867315781807855615e+02,1.980534126820209906e+02,4.939999999999999432e+02,7.929972001860130604e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.038346722658776144e+01
